logFC,logCPM,PValue,FDR,,
BJP76_RS19875,-0.444317393,3.321118374,0.215098944,0.285531343,
BJP76_RS07400,-0.444619674,4.091960984,0.240979736,0.314522637,
BJP76_RS18960,-0.445310226,6.046725582,0.041390983,0.069433699,
BJP76_RS16180,-0.446051072,4.773227005,0.055478015,0.089826544,
BJP76_RS17930,-0.447165938,5.207097886,0.032406976,0.056236021,
BJP76_RS07805,-0.447414291,0.107212292,0.558829688,0.627913359,
BJP76_RS16465,-0.447879643,8.36210072,0.049408763,0.081041729,
BJP76_RS06770,-0.448339403,7.193998382,0.097722689,0.146021233,
BJP76_RS09595,-0.448785225,6.253915353,0.021495198,0.039224614,
BJP76_RS05330,-0.449914654,10.0374387,0.098556715,0.147113423,
BJP76_RS12345,-0.450607798,8.111049696,0.012098935,0.023415705,
BJP76_RS01325,-0.451364824,3.81392276,0.018974798,0.035028507,
BJP76_RS01390,-0.452087513,5.617250863,0.026994883,0.047868976,
BJP76_RS04940,-0.452843719,4.119488406,0.030352181,0.053100812,
BJP76_RS22970,-0.453073079,6.779691373,0.019260305,0.035509633,
BJP76_RS19045,-0.453130264,6.049377073,0.019491613,0.035874288,
BJP76_RS10685,-0.45671111,5.440569105,0.053982593,0.087737085,
BJP76_RS05145,-0.456990303,6.46983036,0.106548962,0.157449092,
BJP76_RS07780,-0.457733199,9.26792479,0.330418565,0.411190496,
BJP76_RS15765,-0.458144861,7.195142077,0.018800764,0.034752189,
BJP76_RS00690,-0.458287762,4.638793932,0.029141583,0.051129147,
BJP76_RS03340,-0.458365848,5.254068696,0.09693025,0.144887709,
BJP76_RS09840,-0.458677176,9.395802175,0.031515657,0.05484493,
BJP76_RS13650,-0.458889784,5.431078074,0.048899678,0.080237455,
BJP76_RS07890,-0.459495425,9.977122342,0.067458276,0.106407104,
BJP76_RS00285,-0.460435166,4.173896078,0.026111603,0.04646042,
BJP76_RS01910,-0.46219541,6.917620948,0.021576212,0.039322164,
BJP76_RS19565,-0.462700281,6.167857663,0.04348859,0.072385169,
BJP76_RS09280,-0.462895065,12.09326294,0.182171991,0.248923808,
BJP76_RS09090,-0.463292152,8.361626544,0.197665633,0.26668975,
BJP76_RS03540,-0.463703069,1.563420699,0.390426561,0.470423898,
BJP76_RS08480,-0.464843871,5.634258701,0.034399463,0.059213551,
BJP76_RS03330,-0.465486942,9.028163857,0.125533522,0.181434506,
BJP76_RS13510,-0.465610155,9.52321499,0.040411524,0.068057331,
BJP76_RS01030,-0.468405821,8.414225247,0.058221963,0.09359678,
BJP76_RS16850,-0.468745227,7.099957728,0.132954406,0.190615476,
BJP76_RS05470,-0.468969477,8.326099325,0.106584319,0.157449092,
BJP76_RS03715,-0.469010317,3.852951673,0.176569893,0.24242967,
BJP76_RS00545,-0.469609729,2.202533622,0.226007002,0.298070233,
BJP76_RS15875,-0.471086991,4.682893503,0.0165788,0.031060763,
BJP76_RS16580,-0.472237245,6.78094538,0.038001506,0.064378491,
BJP76_RS23135,-0.472364855,5.999086659,0.034176391,0.05885323,
BJP76_RS11835,-0.47307733,9.784561025,0.04575537,0.075628857,
BJP76_RS06480,-0.473946638,8.423072527,0.189409109,0.257415999,
BJP76_RS22585,-0.474902287,6.583317735,0.079902099,0.122910847,
BJP76_RS10935,-0.475283496,5.225929174,0.057681328,0.092762497,
BJP76_RS20535,-0.477333348,6.204420113,0.012187186,0.023543927,
BJP76_RS16090,-0.47777299,3.095478221,0.125711885,0.181630975,
BJP76_RS01285,-0.478398017,3.577331478,0.121203386,0.175710022,
BJP76_RS19535,-0.47840902,8.361373097,0.007724914,0.015680587,
BJP76_RS13990,-0.478542077,6.573394414,0.011688019,0.022692249,
BJP76_RS19810,-0.478717169,3.98262879,0.016042223,0.03020086,
BJP76_RS11970,-0.479028833,5.142050823,0.047346817,0.077958356,
BJP76_RS23685,-0.479613863,3.793750659,0.057256226,0.092252128,
BJP76_RS20890,-0.480091012,6.961752977,0.048737352,0.080032453,
BJP76_RS08395,-0.480692129,5.911977982,0.045234437,0.074854513,
BJP76_RS02520,-0.481379746,4.842286834,0.155379454,0.217307887,
BJP76_RS14880,-0.481550339,3.815475454,0.205963899,0.27579964,
BJP76_RS14940,-0.482431896,6.439428046,0.058962109,0.094538123,
BJP76_RS24085,-0.482556922,8.591040376,0.053655911,0.087239254,
BJP76_RS10440,-0.482903332,4.51536356,0.030544674,0.053393935,
BJP76_RS19990,-0.482915387,7.324352667,0.017145864,0.031990749,
BJP76_RS05790,-0.483529173,3.144923565,0.135639734,0.193816322,
BJP76_RS19795,-0.483568116,5.590286974,0.031643678,0.055000644,
BJP76_RS05010,-0.483835095,6.832335842,0.018569134,0.034338862,
BJP76_RS08475,-0.485235159,4.592814531,0.019911344,0.036552515,
BJP76_RS11575,-0.485312324,5.946541109,0.049865052,0.081658203,
BJP76_RS14385,-0.485901488,4.163843972,0.045865359,0.075781398,
BJP76_RS10160,-0.486161375,6.538959871,0.021327989,0.038952696,
BJP76_RS05520,-0.487098632,9.248753641,0.200695596,0.270266703,
BJP76_RS04720,-0.487178548,5.499018923,0.004657819,0.0100252,
BJP76_RS05560,-0.488139657,7.66327533,0.044299048,0.073534015,
BJP76_RS21985,-0.488669259,5.640255436,0.041194211,0.069157812,
BJP76_RS13330,-0.489106828,6.542373773,0.031015348,0.054146633,
BJP76_RS08900,-0.490109506,6.582452841,0.06850613,0.107584279,
BJP76_RS05090,-0.490281089,4.298242435,0.108004108,0.159271646,
BJP76_RS22795,-0.490776526,7.161688008,0.072608988,0.113073509,
BJP76_RS02830,-0.490789421,6.689875085,0.026357801,0.046859529,
BJP76_RS15880,-0.4910656,6.131692023,0.014887305,0.028237727,
BJP76_RS23425,-0.491077603,5.62635388,0.013279867,0.025436738,
BJP76_RS14550,-0.491245822,5.197336541,0.028847517,0.050696313,
BJP76_RS13425,-0.491275368,5.863874698,0.051646758,0.084228483,
BJP76_RS11765,-0.491578838,6.757187783,0.067916486,0.106972214,
BJP76_RS19185,-0.492520445,7.250463717,0.132839811,0.190514986,
BJP76_RS04845,-0.492636933,7.257287029,0.053375732,0.08684968,
BJP76_RS09230,-0.493657466,5.739799549,0.073198315,0.113701737,
BJP76_RS03740,-0.493906427,4.368680872,0.027037105,0.047888227,
BJP76_RS20200,-0.495012123,8.570129455,0.022561217,0.040839142,
BJP76_RS07455,-0.496318033,5.76707125,0.08490329,0.129625887,
BJP76_RS17910,-0.49682101,5.506465087,0.069928652,0.109456878,
BJP76_RS20530,-0.497210232,1.265642272,0.180301739,0.246683203,
BJP76_RS11415,-0.497935232,7.737149344,0.031497557,0.05484493,
BJP76_RS07920,-0.497954545,4.227250641,0.154676449,0.216588643,
BJP76_RS14060,-0.498406151,3.818211499,0.046647947,0.077014987,
BJP76_RS03920,-0.500598458,3.280742303,0.031003775,0.054146633,
BJP76_RS05905,-0.500982182,7.033254474,0.134068612,0.191893304,
BJP76_RS10880,-0.501638254,5.220741865,0.013371432,0.025600672,
BJP76_RS18620,-0.501864204,6.726781166,0.018908422,0.034921032,
BJP76_RS00445,-0.503181108,5.882283924,0.153438638,0.215014995,
BJP76_RS03915,-0.503736694,3.241399699,0.08945657,0.135131819,
BJP76_RS06985,-0.504510079,7.624514771,0.045063276,0.074600109,
BJP76_RS15505,-0.504685554,6.283936203,0.008025934,0.016199446,
BJP76_RS04470,-0.505407331,6.98509519,0.029735515,0.052085818,
BJP76_RS04135,-0.505490983,4.541334358,0.01164837,0.022625532,
BJP76_RS13360,-0.505573494,6.37409835,0.017961093,0.033257543,
BJP76_RS06125,-0.505836638,4.155828398,0.156941826,0.219135016,
BJP76_RS05840,-0.506775418,6.36280521,0.016568532,0.031055116,
BJP76_RS19030,-0.506919426,5.249032055,0.029674232,0.051999749,
BJP76_RS11830,-0.507577975,8.488974699,0.023283344,0.041933528,
BJP76_RS20610,-0.508421937,7.754019759,0.003266335,0.0072905,
BJP76_RS06510,-0.511115509,6.571254477,0.066163256,0.10481891,
BJP76_RS03560,-0.511391769,1.285976228,0.365785704,0.446006436,
BJP76_RS19845,-0.511536357,8.71454482,0.008875834,0.017730959,
BJP76_RS23180,-0.511622324,3.984239717,0.110271184,0.162001009,
BJP76_RS14430,-0.512308086,5.409595267,0.062587881,0.099638652,
BJP76_RS19020,-0.513141547,6.921399451,0.020009867,0.036717635,
BJP76_RS22760,-0.516106208,5.738995362,0.024176832,0.043396652,
BJP76_RS09085,-0.517308906,7.544506116,0.16591131,0.229785286,
BJP76_RS08810,-0.517673043,5.700783723,0.017601904,0.032719822,
BJP76_RS01690,-0.518656721,5.219451905,0.023305467,0.04195572,
BJP76_RS13765,-0.519597312,4.749982032,0.144332038,0.204530107,
BJP76_RS06340,-0.52011275,6.259208752,0.039841336,0.06722931,
BJP76_RS03250,-0.520945281,4.974126515,0.027330422,0.048309974,
BJP76_RS05150,-0.522587237,7.105850951,0.007216436,0.014753372,
BJP76_RS16990,-0.523349681,5.553677338,0.013022235,0.024999188,
BJP76_RS24050,-0.523636754,6.897130817,0.008451578,0.01696259,
BJP76_RS16770,-0.523797788,7.209618005,0.026765625,0.047525359,
BJP76_RS21025,-0.524426944,5.724154521,0.007739467,0.015702681,
BJP76_RS09315,-0.524881653,5.656509083,0.016207559,0.030498707,
BJP76_RS06680,-0.525910682,4.179757517,0.178892462,0.245303853,
BJP76_RS10320,-0.527985221,7.589568262,0.032745848,0.056670202,
BJP76_RS00645,-0.528217773,4.936856494,0.016632512,0.031134143,
BJP76_RS00290,-0.52959572,6.72938535,0.074123737,0.115014033,
BJP76_RS02095,-0.529954491,9.045036485,0.01928279,0.035535784,
BJP76_RS22240,-0.530075655,6.329667246,0.182527145,0.249170507,
BJP76_RS11145,-0.530144507,4.789060246,0.021022701,0.038460763,
BJP76_RS01355,-0.530515952,1.337849172,0.248897525,0.323181773,
BJP76_RS02090,-0.530815767,7.054849292,0.022164557,0.040223174,
BJP76_RS15760,-0.531372542,5.788923796,0.009528667,0.018929106,
BJP76_RS03965,-0.531992609,3.711897695,0.087832046,0.133100527,
BJP76_RS11395,-0.532085309,7.184217512,0.034509412,0.059355079,
BJP76_RS19095,-0.532900534,6.07856126,0.029940887,0.052424106,
BJP76_RS15135,-0.533393419,5.016293215,0.010280442,0.020234746,
BJP76_RS20840,-0.533896816,2.999288641,0.031025856,0.054146633,
BJP76_RS00135,-0.534413662,4.320964347,0.031595151,0.054960927,
BJP76_RS00765,-0.534445985,7.592984553,0.007032908,0.014426391,
BJP76_RS19330,-0.534659047,7.286138358,0.018060303,0.03341234,
BJP76_RS03630,-0.537212637,2.776838188,0.129393059,0.186383474,
BJP76_RS04175,-0.537317767,4.495185541,0.067204646,0.106166723,
BJP76_RS00855,-0.537961491,4.270498952,0.117187233,0.170871439,
BJP76_RS23790,-0.538594878,6.997264611,0.024568835,0.044026448,
BJP76_RS17870,-0.538623022,4.66027221,0.120476015,0.174868059,
BJP76_RS01345,-0.540878387,6.451119348,0.034868181,0.059827929,
BJP76_RS00525,-0.541115839,1.966964366,0.230247573,0.302730301,
BJP76_RS21005,-0.54134992,9.007052279,0.010051003,0.019847023,
BJP76_RS00875,-0.542343657,9.627764602,0.044503593,0.073816305,
BJP76_RS03880,-0.54249625,0.546630761,0.275918234,0.351943337,
BJP76_RS16020,-0.542600193,6.300758207,0.320733196,0.400308691,
BJP76_RS01880,-0.542655575,6.425736141,0.016304247,0.030667171,
BJP76_RS02525,-0.543561855,5.112916255,0.017549718,0.03265117,
BJP76_RS05455,-0.543759933,7.693332514,0.002993942,0.00675057,
BJP76_RS21955,-0.545929279,7.777652367,0.01252393,0.024107439,
BJP76_RS21290,-0.546428608,7.67301243,0.142843779,0.202622338,
BJP76_RS20580,-0.546597108,9.723756267,0.03637407,0.062088275,
BJP76_RS02900,-0.546602587,5.524716526,0.079021887,0.121863364,
BJP76_RS14375,-0.546755014,4.514597985,0.051129762,0.083493202,
BJP76_RS11755,-0.547528747,7.146316168,0.02685999,0.047673142,
BJP76_RS00590,-0.547948298,8.08784804,0.142810417,0.202622338,
BJP76_RS07795,-0.548023998,6.57611665,0.120638846,0.175010132,
BJP76_RS05080,-0.548253602,4.37778708,0.13540003,0.193667734,
BJP76_RS07785,-0.550084513,8.20618848,0.047573209,0.07824084,
BJP76_RS02280,-0.55101326,6.149248071,0.001145767,0.002868437,
BJP76_RS12800,-0.551575618,6.28602579,0.006629994,0.01369836,
BJP76_RS01715,-0.551976155,5.07388118,0.00626934,0.013016025,
BJP76_RS24035,-0.552374678,5.799990008,0.014407764,0.027413172,
BJP76_RS20715,-0.552698056,4.470450435,0.046674071,0.077028411,
BJP76_RS14540,-0.553575317,6.685542161,0.005449458,0.011463946,
BJP76_RS20620,-0.553988617,4.260073214,0.034586942,0.059464537,
BJP76_RS03635,-0.554239063,2.892050949,0.160562347,0.223388823,
BJP76_RS14450,-0.554485833,4.924519614,0.193616083,0.261969169,
BJP76_RS23455,-0.55458129,5.10784095,0.161970962,0.224910051,
BJP76_RS09815,-0.555531687,9.412330099,0.006149039,0.01280975,
BJP76_RS16165,-0.555601692,8.352514344,0.010303929,0.020262342,
BJP76_RS03085,-0.555772745,7.871823534,0.105216986,0.155859487,
BJP76_RS19120,-0.557215121,6.842526164,0.005947046,0.012431301,
BJP76_RS01350,-0.557398917,3.560486273,0.016716451,0.031277591,
BJP76_RS03015,-0.557977941,5.668958238,0.001263706,0.00311991,
BJP76_RS15130,-0.559024304,6.522832065,0.016836576,0.031463198,
BJP76_RS01330,-0.559172136,4.818446707,0.023723668,0.042672699,
BJP76_RS11920,-0.559782623,2.837123135,0.219771016,0.291191495,
BJP76_RS02960,-0.56012367,7.578110029,0.002991862,0.00675057,
BJP76_RS04690,-0.560279541,6.838226867,0.006752722,0.013904956,
BJP76_RS17145,-0.561134779,2.434641255,0.162086826,0.224997958,
BJP76_RS03650,-0.561441239,3.052600204,0.028731135,0.050512521,
BJP76_RS01160,-0.561919152,7.952804799,0.001565832,0.003757471,
BJP76_RS13150,-0.562336112,8.992414275,0.066782052,0.105612842,
BJP76_RS04235,-0.562657698,4.615966832,0.032511239,0.056393731,
BJP76_RS07865,-0.564227777,7.950023498,0.017804007,0.033023811,
BJP76_RS23710,-0.564542225,3.962935412,0.045034094,0.07458064,
BJP76_RS21215,-0.56649463,3.963606767,0.132011697,0.189517798,
BJP76_RS23760,-0.567480429,5.381159196,0.008080915,0.016287381,
BJP76_RS02305,-0.569259808,7.492275392,0.011547863,0.022491538,
BJP76_RS12930,-0.569900323,9.755105271,0.013691281,0.026166239,
BJP76_RS07580,-0.569978833,6.81001348,0.002391695,0.005507717,
BJP76_RS17760,-0.57105896,2.810501546,0.057396528,0.092373886,
BJP76_RS18430,-0.57149853,3.280748596,0.024618388,0.044096787,
BJP76_RS06775,-0.571603122,6.471144121,0.017576088,0.032686026,
BJP76_RS09880,-0.572187275,6.140571992,0.005855324,0.012257527,
BJP76_RS00785,-0.573042778,2.569733023,0.081503121,0.124969505,
BJP76_RS13135,-0.57342622,5.795625986,0.022829168,0.041184858,
BJP76_RS20065,-0.575186071,2.702914692,0.183742003,0.250669062,
BJP76_RS16555,-0.575316071,7.692719248,0.000240046,0.000700025,
BJP76_RS05700,-0.576288509,6.111795772,0.008852049,0.0176917,
BJP76_RS20735,-0.576672328,3.584844495,0.04527957,0.074900247,
BJP76_RS23650,-0.577267432,5.635950677,0.02198295,0.039961362,
BJP76_RS09215,-0.577408314,4.739140347,0.005095557,0.010841184,
BJP76_RS23905,-0.577467398,5.649029412,0.001461528,0.003530927,
BJP76_RS23925,-0.57774863,2.474059815,0.136487859,0.194768175,
BJP76_RS06185,-0.578389013,5.52262817,0.001779578,0.004206722,
BJP76_RS15545,-0.580094921,6.051890349,0.036955262,0.062904763,
BJP76_RS05685,-0.581590534,4.66250865,0.011624823,0.022590045,
BJP76_RS19440,-0.58161384,6.320223471,0.005971921,0.012477206,
BJP76_RS07200,-0.581633021,2.446701963,0.05275643,0.085939983,
BJP76_RS19115,-0.58209838,5.10970031,0.014697524,0.027927253,
BJP76_RS05985,-0.583811613,10.71783122,0.086532031,0.131488472,
BJP76_RS10635,-0.584369732,8.451093804,0.00232323,0.00536293,
BJP76_RS18755,-0.585102439,9.33487352,0.029564635,0.051828911,
BJP76_RS02850,-0.585733407,5.241434223,0.038622165,0.065274965,
BJP76_RS16960,-0.585955317,8.900692223,0.104043083,0.154387673,
BJP76_RS20005,-0.586764706,8.29893737,0.002975235,0.006717816,
BJP76_RS18425,-0.587691896,5.325830504,0.007933267,0.016054426,
BJP76_RS21210,-0.58894158,3.848847097,0.079632774,0.122584648,
BJP76_RS05180,-0.589450541,8.167706216,0.034730658,0.059687655,
BJP76_RS04490,-0.589740744,7.110415151,0.112182855,0.164358249,
BJP76_RS09010,-0.590735529,3.403974735,0.028997396,0.050917905,
BJP76_RS22800,-0.592072207,7.044634935,0.030195998,0.05284917,
BJP76_RS12870,-0.593001901,4.407749057,0.285333065,0.362573717,
BJP76_RS20795,-0.595134089,4.05006684,0.02815447,0.04962095,
BJP76_RS19970,-0.596091174,7.89514411,0.016370936,0.030765574,
BJP76_RS04890,-0.596664805,8.464290703,0.01089179,0.02129121,
BJP76_RS01820,-0.597800111,7.03192737,0.037193799,0.063164334,
BJP76_RS00045,-0.597829751,3.874304413,0.086357678,0.131331161,
BJP76_RS05590,-0.599419361,6.882670851,0.002420146,0.005567247,
BJP76_RS17705,-0.599533809,5.91272796,0.002751809,0.006256237,
BJP76_RS01850,-0.59970523,5.44761342,0.004868203,0.010409979,
BJP76_RS14490,-0.600163959,1.642918251,0.115359227,0.16837806,
BJP76_RS00610,-0.600286347,6.269383304,0.181453549,0.248100493,
BJP76_RS02285,-0.600885817,6.989435714,0.004755137,0.010198769,
BJP76_RS15045,-0.601874035,3.130090297,0.093045059,0.139910747,
BJP76_RS16750,-0.602968446,4.638531515,0.15226202,0.213786063,
BJP76_RS11385,-0.60323762,5.041161454,0.002674334,0.006109298,
BJP76_RS17970,-0.603563874,5.872094773,0.022605536,0.040865602,
BJP76_RS04035,-0.604129589,2.711896089,0.043194851,0.07198021,
BJP76_RS03075,-0.604424253,6.957158727,0.011108564,0.021692299,
BJP76_RS15185,-0.60488762,5.093908803,0.015520454,0.02932174,
BJP76_RS15650,-0.60528866,4.564706704,0.020876965,0.038210469,
BJP76_RS17725,-0.606375462,4.131273248,0.015715932,0.029625674,
BJP76_RS00515,-0.607108715,2.029993638,0.110777004,0.162576741,
BJP76_RS15840,-0.607254012,7.148446788,0.003313227,0.007384464,
BJP76_RS19860,-0.608110632,7.606497209,0.002366978,0.005456667,
BJP76_RS14340,-0.608325106,4.761755136,0.004754099,0.010198769,
BJP76_RS15680,-0.609952343,4.089937897,0.027331642,0.048309974,
BJP76_RS02110,-0.610323825,4.551894134,0.00624567,0.012973174,
BJP76_RS00080,-0.610524398,7.117360766,0.029402457,0.051565718,
BJP76_RS01060,-0.611144274,4.193857068,0.009689835,0.019211918,
BJP76_RS11325,-0.611163717,5.395159854,0.001298228,0.003194089,
BJP76_RS22290,-0.611774007,5.411489076,0.000576272,0.001537086,
BJP76_RS17200,-0.612202026,5.814200272,0.0154883,0.029292786,
BJP76_RS16715,-0.61276308,5.268219487,0.007054331,0.014456483,
BJP76_RS01010,-0.613784094,4.88863324,0.023154421,0.041718888,
BJP76_RS02985,-0.614127479,6.043553443,0.00039147,0.001084013,
BJP76_RS11030,-0.61432884,4.553632592,0.017730243,0.032929779,
BJP76_RS21990,-0.614553245,2.919396233,0.157820899,0.220218796,
BJP76_RS10285,-0.615900354,5.842476309,0.005327166,0.011256465,
BJP76_RS05735,-0.616336961,7.42642,0.002513366,0.005763107,
BJP76_RS14535,-0.618017816,7.160730601,0.031608005,0.054960953,
BJP76_RS21435,-0.619261361,6.099791848,0.004726601,0.01015792,
BJP76_RS09305,-0.619753419,6.710101698,0.009031242,0.018016191,
BJP76_RS19950,-0.620094872,10.81238386,0.006013807,0.01255859,
BJP76_RS15675,-0.620105837,4.68008983,0.007673907,0.015599238,
BJP76_RS10300,-0.620816572,5.408768138,0.300383796,0.379222362,
BJP76_RS11695,-0.62159277,6.831608317,0.00503677,0.010727567,
BJP76_RS03345,-0.621677651,5.373978672,0.001300645,0.00319636,
BJP76_RS21710,-0.623191989,0.477495495,0.247600801,0.321790841,
BJP76_RS14885,-0.624201542,5.570810626,0.089328907,0.134986604,
BJP76_RS02220,-0.625150665,6.084830572,0.004362903,0.009457007,
BJP76_RS05115,-0.625524984,7.91770156,0.06002054,0.096055302,
BJP76_RS11715,-0.625939161,4.970504805,0.003105853,0.006968637,
BJP76_RS20435,-0.626944524,6.030960166,0.001184758,0.002950524,
BJP76_RS11905,-0.627909096,5.611234462,0.005808725,0.012165926,
BJP76_RS09520,-0.627961072,8.968399869,0.008132917,0.016369072,
BJP76_RS03385,-0.628112207,7.962336716,0.000612197,0.001627835,
BJP76_RS02395,-0.628652578,5.320141689,0.173507169,0.239144943,
BJP76_RS09955,-0.629288856,3.083001848,0.025632594,0.04572214,
BJP76_RS01890,-0.631902544,5.608170656,0.008933534,0.017829585,
BJP76_RS13415,-0.633486456,6.66808191,0.001339633,0.003277988,
BJP76_RS07885,-0.633881918,6.677365452,0.003607397,0.007981016,
BJP76_RS19170,-0.634000369,10.335475,0.007246104,0.014806955,
BJP76_RS13995,-0.634463165,6.192353656,0.000292943,0.000839067,
BJP76_RS12850,-0.63513851,5.401763534,0.000797519,0.00207549,
BJP76_RS03835,-0.635388694,2.003961247,0.032977259,0.056971608,
BJP76_RS13275,-0.636285317,7.326100455,0.000680122,0.001792859,
BJP76_RS04390,-0.636929102,6.251350744,0.003165654,0.007095375,
BJP76_RS10245,-0.637912576,4.491968279,0.010520925,0.020632195,
BJP76_RS04140,-0.638998459,4.10456949,0.00407533,0.008901268,
BJP76_RS05325,-0.640224331,7.202739224,0.200793134,0.270313021,
BJP76_RS22695,-0.640677136,6.272390331,0.017785733,0.033004214,
BJP76_RS14095,-0.64096054,5.208883685,0.008239326,0.016575449,
BJP76_RS07545,-0.641027459,5.260551764,0.002593049,0.005939455,
BJP76_RS08260,-0.643119191,3.132262435,0.187379112,0.255224302,
